id,country,university,qsRank,program,field,a985,a211,asy,asf,ahb,ielts_overall,ielts_sub,gre_total,gre_quant,background,notes,tuition,duration,timeline,sourceUrl,lastVerified
uk-gla-econ,英国,格拉斯哥大学,76,Economics MSc,经济学,79,81,83,85,75,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in Economics, Finance, Engineering, Physics, M","官方入学要求：2.1 Hons (or non-UK equivalent) in Economics, Finance, Engineering, Physics, M；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/economics-msc/,2026-07
uk-gla-finecon2,英国,格拉斯哥大学,76,Financial Economics MSc,金融经济,79,81,83,85,75,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in Economics, Finance, Engineering, Physics, o","官方入学要求：2.1 Hons (or non-UK equivalent) in Economics, Finance, Engineering, Physics, o；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/financialeconomics/,2026-07
uk-gla-hrip,英国,格拉斯哥大学,76,Human Rights & International Politics MSc,国际关系/政治,78,80,82,84,74,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in Social Sciences, Politics Law, Geography, H","官方入学要求：2.1 Hons (or non-UK equivalent) in Social Sciences, Politics Law, Geography, H；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/humanrightsinternationalpolitics/,2026-07
uk-gla-arthist,英国,格拉斯哥大学,76,History of Art MSc,艺术史,78,80,82,84,74,6.5,6.0,,,2.1 Hons (or non-UK equivalent) in any subject,官方入学要求：2.1 Hons (or non-UK equivalent) in any subject；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/art-history/,2026-07
uk-gla-archaeo,英国,格拉斯哥大学,76,Archaeology MSc,考古学,78,80,82,84,74,6.5,6.0,,,2.1 Hons (or non-UK equivalent) in any subject,官方入学要求：2.1 Hons (or non-UK equivalent) in any subject；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/archaeology/,2026-07
uk-gla-classics,英国,格拉斯哥大学,76,Classics MSc,古典学,78,80,82,84,74,6.5,6.0,,,2.1 Hons (or non-UK equivalent) in any subject,官方入学要求：2.1 Hons (or non-UK equivalent) in any subject；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/classics/,2026-07
uk-gla-engling,英国,格拉斯哥大学,76,English Language & Linguistics MSc,语言学,78,80,82,84,74,6.5,6.0,,,2.1 Hons (or non-UK equivalent) in any subject,官方入学要求：2.1 Hons (or non-UK equivalent) in any subject；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/englishlanguagelinguistics/,2026-07
uk-gla-filmmaking,英国,格拉斯哥大学,76,Filmmaking & Media Arts MSc,影视制作,78,80,82,84,74,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in Film and TV Studies, New Media Arts, Visual","官方入学要求：2.1 Hons (or non-UK equivalent) in Film and TV Studies, New Media Arts, Visual；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/filmmaking/,2026-07
uk-gla-childlit,英国,格拉斯哥大学,76,"Children's Literature, Media & Culture MSc",文学/传媒,78,80,82,84,74,6.5,6.0,,,2.1 Hons (or non-UK equivalent) in,官方入学要求：2.1 Hons (or non-UK equivalent) in；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/childrens-literature-media-culture/,2026-07
uk-gla-dighum,英国,格拉斯哥大学,76,Digital Humanities MSc,数字人文,78,80,82,84,74,6.5,6.0,,,2.1 Hons (or non-UK equivalent) in any subject,官方入学要求：2.1 Hons (or non-UK equivalent) in any subject；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/digital-humanities/,2026-07
