id,country,university,qsRank,program,field,a985,a211,asy,asf,ahb,ielts_overall,ielts_sub,gre_total,gre_quant,background,notes,tuition,duration,timeline,sourceUrl,lastVerified
uk-gla-biotech,英国,格拉斯哥大学,76,Biotechnology MSc,生物技术,78,80,82,84,74,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in degree related Molecular Biosciences, Biome","官方入学要求：2.1 Hons (or non-UK equivalent) in degree related Molecular Biosciences, Biome；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/biotechnology/,2026-07
uk-gla-biotechmgmt,英国,格拉斯哥大学,76,Biotechnology & Management MSc,生物技术,78,80,82,84,74,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in degree related Molecular Biosciences, Biome","官方入学要求：2.1 Hons (or non-UK equivalent) in degree related Molecular Biosciences, Biome；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/biotechnology-management/,2026-07
uk-gla-afm2,英国,格拉斯哥大学,76,Advanced Functional Materials MSc,材料科学,78,80,82,84,74,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in Physical Sciences, Materials Science or Che","官方入学要求：2.1 Hons (or non-UK equivalent) in Physical Sciences, Materials Science or Che；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/advanced-functional-materials/,2026-07
uk-gla-chem,英国,格拉斯哥大学,76,Chemistry MSc,化学,78,80,82,84,74,6.5,6.0,,,2.1 Hons (or non-UK equivalent) in Chemistry or other subject with a substanti,官方入学要求：2.1 Hons (or non-UK equivalent) in Chemistry or other subject with a substanti；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/chemistry/,2026-07
uk-gla-astro,英国,格拉斯哥大学,76,Astrophysics MSc,天体物理,78,80,82,84,74,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in Astronomy, Astrophysics, Physics or Maths w","官方入学要求：2.1 Hons (or non-UK equivalent) in Astronomy, Astrophysics, Physics or Maths w；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/astrophysics/,2026-07
uk-gla-behsci,英国,格拉斯哥大学,76,Behavioural Science MSc,心理/行为科学,79,81,83,85,75,7.0,6.5,,,"2.1 Hons (or non-UK equivalent) in Psychology, Neuroscience, Sociology, Engine","官方入学要求：2.1 Hons (or non-UK equivalent) in Psychology, Neuroscience, Sociology, Engine；雅思总分 7.0、单项不低于 6.5（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/behavioural-science/,2026-07
uk-gla-appneuro,英国,格拉斯哥大学,76,Applied Neuropsychology MSc,心理/神经科学,78,80,82,84,74,6.5,6.0,,,官方要求 2:1 荣誉学位（详见官方课程页）,官方入学要求：官方要求 2:1 荣誉学位（详见官方课程页）；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/applied-neuropsychology/,2026-07
uk-gla-crim,英国,格拉斯哥大学,76,Criminology & Criminal Justice MSc,犯罪学/法律,78,80,82,84,74,6.5,6.0,,,2.1 Hons (or non-UK equivalent) in any subject,官方入学要求：2.1 Hons (or non-UK equivalent) in any subject；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/criminology-criminal-justice/,2026-07
uk-gla-cw,英国,格拉斯哥大学,76,Creative Writing MLitt,创意写作,78,80,82,84,74,6.5,6.0,,,官方要求 2:1 荣誉学位（详见官方课程页）,官方入学要求：官方要求 2:1 荣誉学位（详见官方课程页）；雅思总分 6.5、单项不低于 6.0（取自官方课程页）,,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/creativewritingmlitt/,2026-07
uk-gla-dsee,英国,格拉斯哥大学,76,Data Science for Ecology & Epidemiology MSc,数据科学/AI,79,81,83,85,75,6.5,6.0,,,"2.1 Hons (or non-UK equivalent) in Ecology, Evolution, Mathematics, Statistics","官方入学要求：2.1 Hons (or non-UK equivalent) in Ecology, Evolution, Mathematics, Statistics；雅思总分 6.5、单项不低于 6.0（取自官方课程页）",,1 年,9 月入学；分轮次滚动审理、招满即止，建议尽早递交（以官网为准）,https://www.gla.ac.uk/postgraduate/taught/data-science-for-ecology-epidemiology/,2026-07
